year_month,brand,avg_review_rating,total_reviews
2014-02,The North Face,5.0,1
2014-02,Diesel,5.0,1
2014-02,Field For You,5.0,1
2014-02,MG,5.0,2
2014-02,Quantum Mechanix,5.0,1
2014-02,5.11,5.0,1
2014-02,Maxam,5.0,1
2014-02,Shoe GOO,5.0,1
2014-02,SACAS,5.0,3
2014-02,Prestige Medical,5.0,2
2014-02,Calvin Klein,5.0,2
2014-02,Alchemy of England,5.0,1
2014-02,OGIO,5.0,1
2014-02,Enesco,5.0,1
2014-02,P&amp;P Leathers.,5.0,2
2014-02,Plum Feathers,5.0,1
2014-02,Shoegoo,5.0,3
2014-02,SethRoberts,5.0,2
2014-02,Headsweats,5.0,1
2014-02,Greatlookz,5.0,1
2014-02,Toogoo,5.0,1
2014-02,Buckle Down,5.0,1
2014-02,VOCHIC,5.0,1
2014-02,AmeriBag,5.0,2
2014-02,Port &amp; Company,5.0,1
2014-02,ReliBeauty,5.0,1
2014-02,Berkshire,5.0,1
2014-02,Ever Moda,5.0,1
2014-02,Luvable Friends,5.0,1
2014-02,HOBO,5.0,2
2014-02,Sherpani,5.0,1
2014-02,Stompeez,5.0,1
2014-02,World Beauty,5.0,4
2014-02,Marvel&#39;s Captain America,5.0,1
2014-02,KR,5.0,1
2014-02,Shop123go-Neck Wallet,5.0,1
2014-02,Jobar,5.0,1
2014-02,HAZARD 4,5.0,1
2014-02,KBW GLOBAL CORP,5.0,2
2014-02,Handy Solutions,5.0,1
2014-02,LeSportsac,5.0,3
2014-02,IDS,5.0,1
2014-02,Nautica,5.0,2
2014-02,Cosmetic Bag,5.0,1
2014-02,Tacco,5.0,1
2014-02,Toysmith,5.0,1
2014-02,Amerileather,5.0,2
2014-02,Male Power,5.0,1
2014-02,Dakine,5.0,1
2014-02,Traveler&#39;s Choice,5.0,3
2014-02,Shagwear,5.0,4
2014-02,Demdaco,5.0,3
2014-02,Heelix,5.0,3
2014-02,Totes,5.0,1
2014-02,Ozone,5.0,1
2014-02,Block Buster Costumes,5.0,2
2014-02,GomeBuy,5.0,1
2014-02,Funny Girl Designs,5.0,1
2014-02,Smiffy&#39;s,5.0,1
2014-02,Melissa &amp; Doug,5.0,5
2014-02,Hot Buckles,5.0,1
2014-02,Symphony Designs,5.0,1
2014-02,winwinzone,5.0,3
2014-02,Beads Hunter,5.0,1
2014-02,Evermarket,5.0,2
2014-02,b.m.c,5.0,1
2014-02,Meltonian,5.0,2
2014-02,MaxxDry,5.0,1
2014-02,Perry,5.0,1
2014-02,Crazy Girls,5.0,1
2014-02,Propper,5.0,1
2014-02,Mele,5.0,1
2014-02,MICHAEL Michael Kors,5.0,2
2014-02,GirlPROPS,5.0,1
2014-02,Travelpro,5.0,2
2014-02,Frogg Toggs,5.0,1
2014-02,Delsey Luggage,5.0,2
2014-02,BabyLegs,5.0,2
2014-02,UltraClub,5.0,1
2014-02,The Orb Factory,5.0,1
2014-02,Mr. Moustachio,5.0,1
2014-02,Explorer,5.0,2
2014-02,SODIAL(TM),5.0,3
2014-02,niceeshop(TM),5.0,3
2014-02,California Costumes,5.0,2
2014-02,King Jewelry,5.0,3
2014-02,Skagen,5.0,4
2014-02,Ovalbuy,5.0,1
2014-02,Frontier Fashion,5.0,1
2014-02,Kenneth Cole New York,5.0,1
2014-02,Locs,5.0,1
2014-02,EnsignPeak,5.0,2
2014-02,Made in USA Plastics,5.0,1
2014-02,Leighton Umbrellas,5.0,1
2014-02,The Weather Company,5.0,1
2014-02,Perry Suspenders,5.0,2
2014-02,Custom Leathercraft,5.0,2
2014-02,Rene Rofe,5.0,2
2014-02,Urparcel,5.0,1
2014-02,HUE,5.0,1
2014-02,Ganz,5.0,1
2014-02,Luminox,5.0,1
2014-02,ChineOn,5.0,6
2014-02,DapperLads,5.0,1
2014-02,Timberland,5.0,1
2014-02,Turtle Fur,5.0,2
2014-02,Scarecrow,5.0,2
2014-02,Relic,5.0,1
2014-02,Rabbit Skins,5.0,1
2014-02,Dangerous Threads,5.0,3
2014-02,ALL-ETT,5.0,1
2014-02,Bravofun,5.0,2
2014-02,Diabetic Socks,5.0,1
2014-02,"Siskiyou Gifts Co, Inc.",5.0,1
2014-02,ATHALON,5.0,3
2014-02,Plaza Astoria,5.0,1
2014-02,mall 4 more,5.0,2
2014-02,UGG,5.0,3
2014-02,Jerollin,5.0,1
2014-02,Bulova,5.0,2
2014-02,Shop123go-Tote Bag,5.0,2
2014-02,Wholesale LOCS DG XLOOP CHOPPERS,5.0,1
2014-02,Ian and Valeri Co.,5.0,2
2014-02,Smartele,5.0,1
2014-02,G&amp;S,5.0,1
2014-02,Zad,5.0,1
2014-02,Volcom,5.0,1
2014-02,Lily&#39;s Gift,5.0,1
2014-02,Finejo,5.0,2
2014-02,J &amp; M,5.0,1
2014-02,VH Apparel - All Mixed Up,5.0,1
2014-02,LEGO,5.0,3
2014-02,Franco American Novelty Company,5.0,1
2014-02,Cami Secret,5.0,1
2014-02,Old Glory,5.0,1
2014-02,Enchantmints,5.0,2
2014-02,Como,5.0,2
2014-02,Babysoy,5.0,1
2014-02,"ProSource Discounts, Inc.",5.0,1
2014-02,ShoeLacesExpress,5.0,1
2014-02,Tapp Collections,5.0,1
2014-02,J World New York,5.0,1
2014-02,ETSYG Handmade,5.0,1
2014-02,GUESS,5.0,1
2014-02,Measurement Limited,5.0,1
2014-02,Marshall,5.0,1
2014-02,Lucky Electronics,5.0,2
2014-02,NECA,5.0,3
2014-02,Adventure Time,5.0,1
2014-02,Beau Corner,5.0,1
2014-02,Alivila.Y Fashion Lingerie,5.0,2
2014-02,Hollywood Mirror,5.0,1
2014-02,UnCommon Artistry,5.0,4
2014-02,Bra Discs,5.0,2
2014-02,Jobar International,5.0,2
2014-02,Lee,5.0,1
2014-02,Sneaker Balls,5.0,1
2014-02,Skyway,5.0,1
2014-02,Worldfashion,5.0,1
2014-02,humangear,5.0,3
2014-02,Wilton,5.0,1
2014-02,L&#39;eggs,5.0,2
2014-02,DMM,5.0,4
2014-02,Danskin,5.0,1
2014-02,ComeOnBuying,5.0,2
2014-02,BeWild,5.0,1
2014-02,Rogue,5.0,1
2014-02,IcyDeals,5.0,1
2014-02,SNOW,5.0,2
2014-02,Lay-n-Go,5.0,1
2014-02,Nature&#39;s Alchemy,5.0,1
2014-02,CLC Rain Wear,5.0,1
2014-02,Best Choice Products,5.0,1
2014-02,Texcyngoods,5.0,3
2014-02,Haunted Flower,5.0,1
2014-02,YKS,5.0,1
2014-02,Firefly,5.0,1
2014-02,Four Seasons,5.0,1
2014-02,Islandoffer,5.0,4
2014-02,Intrepid International,5.0,1
2014-02,Romario Manzini,5.0,1
2014-02,GMP,5.0,1
2014-02,Piercing Pros,5.0,2
2014-02,JSP,5.0,1
2014-02,SOLILOR,5.0,2
2014-02,Star Wars,5.0,1
2014-02,WIIPU,5.0,1
2014-02,Speedo,5.0,1
2014-02,Imixcity,5.0,1
2014-02,BLUECELL,5.0,1
2014-02,Zcargel,5.0,1
2014-02,Valuable Gifts,5.0,2
2014-02,Disguise Costumes,5.0,3
2014-02,BestDealUSA,5.0,3
2014-02,Fun Express,5.0,1
2014-02,"NYfashion101, Inc",5.0,1
2014-02,Gerber,5.0,2
2014-02,.925 Collection,5.0,1
2014-02,Armitron Sport,5.0,8
2014-02,Superior,5.0,1
2014-02,PEET,5.0,5
2014-02,Sabrina Silver,5.0,2
2014-02,PUMA,5.0,1
2014-02,Condor Outdoors,5.0,2
2014-02,VH Apparel,5.0,1
2014-02,Mehron,5.0,1
2014-02,Gem Avenue,5.0,2
2014-02,Cheeky,5.0,2
2014-02,Rabbit Rachel,5.0,2
2014-02,DPC/Scalar,5.0,1
2014-02,Herschel Supply Co.,5.0,3
2014-02,Authentic stud earrings,5.0,1
2014-02,FMD,5.0,2
2014-02,Coach,5.0,1
2014-02,Tifosi,5.0,1
2014-02,Julbo,5.0,1
2014-02,Samsung,5.0,1
2014-02,Rasta/NYE,5.0,1
2014-02,Loftus,5.0,1
2014-02,Fuzzy Footies,5.0,1
2014-02,Best,5.0,1
2014-02,AO Eyewear,5.0,1
2014-02,Gucci,5.0,1
2014-02,ForeverScarf,5.0,1
2014-02,Bangniweigou,5.0,1
2014-02,Paul &amp; Taylor,5.0,1
2014-02,Liberty Bags,5.0,1
2014-02,Scala,5.0,1
2014-02,Dritz,5.0,1
2014-02,Maxpedition,5.0,1
2014-02,World Pride,5.0,2
2014-02,Fullness,5.0,2
2014-02,Sakkas,4.91,11
2014-02,Michael Kors,4.9,10
2014-02,Kipling,4.88,8
2014-02,K. Bell Socks,4.86,7
2014-02,Wink,4.82,11
2014-02,Citizen,4.82,17
2014-02,Disney,4.8,5
2014-02,World Traveler,4.8,5
2014-02,Vera Bradley,4.8,5
2014-02,Baggallini,4.79,19
2014-02,Eagle Creek,4.78,9
2014-02,ZPS,4.75,4
2014-02,Duofold,4.75,4
2014-02,Blitz USA,4.75,4
2014-02,DG Eyewear,4.75,4
2014-02,Ray-Ban,4.74,19
2014-02,JanSport,4.73,11
2014-02,Kenneth Cole REACTION,4.71,7
2014-02,FASH Limited,4.67,12
2014-02,DM Merchandising,4.67,9
2014-02,Oakley,4.67,3
2014-02,San Diego Hat Company,4.67,3
2014-02,Timex Watch Bands,4.67,3
2014-02,Dress Up America,4.67,3
2014-02,American Tourister,4.67,3
2014-02,Carhartt,4.66,68
2014-02,Everest,4.63,8
2014-02,Anne Klein,4.62,13
2014-02,Angelina Hosiery,4.6,5
2014-02,adidas,4.6,5
2014-02,Private Label,4.6,5
2014-02,Kirkland Signature,4.6,5
2014-02,Superfeet,4.6,5
2014-02,Sock It To Me,4.57,23
2014-02,BlueTop,4.57,7
2014-02,Luxury Divas,4.56,27
2014-02,Fruit of the Loom,4.5,6
2014-02,Umo Lorenzo,4.5,2
2014-02,Bearpaw,4.5,6
2014-02,Beltmasters,4.5,2
2014-02,Crystal Fashion,4.5,2
2014-02,Landau,4.5,2
2014-02,niceEshop,4.5,16
2014-02,Yelete,4.5,2
2014-02,Crocs,4.5,2
2014-02,Finished Chains by Joyful Creations,4.5,2
2014-02,YouYouPifa,4.5,10
2014-02,elegantstunning,4.5,4
2014-02,Jacob Alexander,4.5,2
2014-02,Dona Michi,4.5,2
2014-02,EVS Sports,4.5,2
2014-02,i play.,4.5,2
2014-02,Mountain Properties,4.5,2
2014-02,"US Acrylic, LLC",4.5,2
2014-02,Eyourlife,4.5,4
2014-02,Wally Bags,4.5,4
2014-02,Speidel (Accessories),4.5,2
2014-02,Buxton,4.5,14
2014-02,outlet,4.5,2
2014-02,Cocoons,4.5,2
2014-02,Zeagoo,4.5,4
2014-02,Vantasy,4.5,2
2014-02,Plastics Made in U.S.A.,4.5,2
2014-02,Rainkist Umbrellas,4.5,2
2014-02,Hunnt,4.5,2
2014-02,California Pak,4.5,4
2014-02,Tommy Hilfiger,4.44,16
2014-02,Dockers,4.43,7
2014-02,MBOX,4.42,38
2014-02,Rhode Island Novelty,4.42,12
2014-02,Casio,4.41,86
2014-02,AMC,4.4,5
2014-02,Dickies,4.4,25
2014-02,Lewis N. Clark,4.38,13
2014-02,Dabung,4.37,27
2014-02,Dreamgirl,4.36,11
2014-02,Leg Avenue,4.34,35
2014-02,VOS,4.33,3
2014-02,Sanwood,4.33,3
2014-02,AM Landen,4.33,3
2014-02,Kidoozie,4.33,3
2014-02,US Toy,4.33,3
2014-02,AHAOMG,4.33,9
2014-02,Port Authority,4.33,6
2014-02,District Threads,4.33,3
2014-02,Kiwi,4.33,9
2014-02,BF Systems,4.33,3
2014-02,Seven &#39;til Midnight,4.33,6
2014-02,Chic Citizen,4.33,3
2014-02,Alex and Ani,4.32,22
2014-02,FindingKing,4.3,10
2014-02,Invicta,4.29,42
2014-02,Timex,4.28,64
2014-02,Gold Toe,4.27,15
2014-02,Travelon,4.27,15
2014-02,ISOTONER,4.25,12
2014-02,Sloggers,4.25,20
2014-02,TANZK Handmade,4.25,4
2014-02,Maxchic,4.25,4
2014-02,Dial,4.25,4
2014-02,Chef Works,4.25,4
2014-02,Levi&#39;s,4.25,8
2014-02,Pacsafe,4.25,4
2014-02,Seiko,4.23,22
2014-02,Not Mapped,4.23,12616
2014-02,Jewelry King,4.22,9
2014-02,Samsonite,4.21,14
2014-02,Star,4.2,5
2014-02,Under Armour,4.19,16
2014-02,180s,4.18,11
2014-02,Rothco,4.18,38
2014-02,Connoisseurs,4.17,6
2014-02,CTM,4.17,6
2014-02,SilverBin,4.17,12
2014-02,We Love Colors,4.17,6
2014-02,SE,4.15,20
2014-02,Stuhrling Original,4.14,7
2014-02,High Sierra,4.13,8
2014-02,Generic,4.12,43
2014-02,JewelrieShop,4.11,54
2014-02,Bundle Monster,4.11,9
2014-02,Unknown,4.1,31
2014-02,Geneva,4.1,30
2014-02,NEFF,4.09,11
2014-02,Cotton Cantina,4.08,13
2014-02,Rubie&#39;s Costume Co,4.05,22
2014-02,Cambridge Select,4.0,2
2014-02,iBeauty,4.0,1
2014-02,Beauty Life,4.0,1
2014-02,Godinger,4.0,1
2014-02,Triple Crown,4.0,1
2014-02,xiufen shop,4.0,1
2014-02,Seirus Innovation,4.0,1
2014-02,MyGift,4.0,3
2014-02,TrailHeads,4.0,2
2014-02,AMPM24,4.0,1
2014-02,Ledmark,4.0,1
2014-02,SafetyGirl,4.0,1
2014-02,J.L. Childress,4.0,2
2014-02,Trailmaker,4.0,1
2014-02,Sara Lee,4.0,1
2014-02,Zenana Outfitters,4.0,1
2014-02,ElaineAccrssories,4.0,1
2014-02,Portal 2,4.0,1
2014-02,Jacobson Hat Company,4.0,2
2014-02,Capezio,4.0,1
2014-02,ELLAZHU,4.0,1
2014-02,Glove.ly,4.0,3
2014-02,integritycherry,4.0,12
2014-02,Sportty,4.0,8
2014-02,Private Island,4.0,3
2014-02,My Little Pony,4.0,1
2014-02,PrettyHotStuff,4.0,1
2014-02,Amazon Curated Collection,4.0,6
2014-02,Oulm,4.0,1
2014-02,W. J. Hagerty,4.0,1
2014-02,Victorinox,4.0,1
2014-02,Heat Holders,4.0,2
2014-02,SEGG,4.0,7
2014-02,GURAIO,4.0,5
2014-02,Hee Grand,4.0,3
2014-02,Little Me,4.0,2
2014-02,C.N.,4.0,3
2014-02,Army Universe,4.0,4
2014-02,Wonder Button,4.0,1
2014-02,American Flyer,4.0,1
2014-02,Anika Dali,4.0,1
2014-02,McNett,4.0,1
2014-02,ENVY BODY SHOP,4.0,2
2014-02,Roma Leathers,4.0,5
2014-02,Austin House,4.0,2
2014-02,Fiebing,4.0,3
2014-02,elope,4.0,6
2014-02,Keen,4.0,1
2014-02,Wigwam,4.0,2
2014-02,R.j Story,4.0,2
2014-02,AC AUTO,4.0,1
2014-02,Laurel Burch,4.0,1
2014-02,Competition,4.0,1
2014-02,Mojang,4.0,1
2014-02,Nike Golf,4.0,1
2014-02,Foot Petals,4.0,2
2014-02,Pebble Technology Corp,4.0,6
2014-02,Belts.com,4.0,1
2014-02,Wolf,4.0,1
2014-02,Assorted brand,4.0,1
2014-02,KANO BAK,4.0,4
2014-02,Champion,4.0,7
2014-02,KLOUD City,4.0,2
2014-02,Maidenform,4.0,1
2014-02,sourcingmap,4.0,2
2014-02,No Brand,4.0,2
2014-02,Furniture Creations,4.0,1
2014-02,Xueyi,4.0,1
2014-02,necklace,4.0,1
2014-02,Alex Toys,4.0,1
2014-02,Dr. Martens,4.0,3
2014-02,beautyshow,4.0,1
2014-02,Riot Threads,4.0,1
2014-02,Florsheim,4.0,1
2014-02,Eozy,4.0,2
2014-02,Accoutrements,4.0,3
2014-02,Other,4.0,1
2014-02,Jewlery Organiser,4.0,1
2014-02,Hilton Bay,4.0,1
2014-02,Nathan,4.0,1
2014-02,Paylak,4.0,4
2014-02,MOKOLO,4.0,16
2014-02,Caddy Bay Collection,4.0,1
2014-02,Scotchgard,4.0,2
2014-02,FootGalaxy,4.0,1
2014-02,Body Candy,4.0,1
2014-02,Buypretty,4.0,1
2014-02,Style Vault,4.0,1
2014-02,Teva,4.0,1
2014-02,Parris,4.0,2
2014-02,Columbia,3.92,12
2014-02,Hanes,3.91,11
2014-02,Bonamart,3.9,10
2014-02,SODIAL,3.9,10
2014-02,Hello Kitty,3.89,9
2014-02,MapofBeauty,3.86,7
2014-02,Angelina,3.83,12
2014-02,Astra Depot,3.83,6
2014-02,Darice,3.83,6
2014-02,akezone,3.8,5
2014-02,Quality Brand,3.8,10
2014-02,Flying Fisherman,3.8,5
2014-02,H2W,3.8,10
2014-02,Pretty Necklace,3.77,13
2014-02,MLC Eyewear,3.75,4
2014-02,BSJ,3.75,4
2014-02,Marshal,3.75,16
2014-02,Elegant Moments,3.75,8
2014-02,Foot Traffic,3.73,15
2014-02,Jade Onlines,3.71,7
2014-02,0.99&reg;,3.67,3
2014-02,Beading Station,3.67,3
2014-02,Lock Laces,3.67,3
2014-02,ModernManBags,3.67,3
2014-02,Minecraft,3.67,3
2014-02,Kuldip,3.67,3
2014-02,Shirley of Hollywood,3.67,3
2014-02,Nike,3.67,3
2014-02,BodyZone Apparel,3.67,3
2014-02,GGI INTERNATIONAL,3.64,11
2014-02,Arm2teeth,3.62,13
2014-02,boxed-gifts,3.6,5
2014-02,Intimates21,3.57,7
2014-02,Yang Jewelry,3.56,9
2014-02,Olympia,3.5,2
2014-02,Apex Healthcare Products,3.5,2
2014-02,Crystal Case,3.5,2
2014-02,TrendsBlue,3.5,2
2014-02,FACE N FACE,3.5,2
2014-02,Bling Jewelry,3.5,6
2014-02,1928 Jewelry,3.5,2
2014-02,WOW CLOTHES,3.5,2
2014-02,WAWO,3.5,4
2014-02,Nicky&#39;s Gift,3.5,2
2014-02,Braza,3.5,4
2014-02,JobSite,3.5,2
2014-02,CA Fashion,3.5,6
2014-02,Dopp,3.5,2
2014-02,Master Lock,3.5,2
2014-02,FRAMEWORK,3.5,2
2014-02,Fashion Gloves,3.5,2
2014-02,Woodlore,3.5,2
2014-02,ASICS,3.5,2
2014-02,Global Vision Eyewear,3.5,2
2014-02,Invisibelt,3.5,2
2014-02,Pinshang,3.5,4
2014-02,Peacock Jewelry,3.5,4
2014-02,Gemline,3.5,4
2014-02,Rainkist,3.5,2
2014-02,Lenox,3.5,4
2014-02,Jovivi,3.5,2
2014-02,Ninimour,3.36,22
2014-02,Nufoot,3.33,3
2014-02,Franco Sarto,3.33,3
2014-02,Eli Fashion,3.33,6
2014-02,Allegra K,3.31,58
2014-02,XOXO,3.29,7
2014-02,HindaWi,3.14,7
2014-02,asoidchi,3.14,7
2014-02,Amour,3.13,16
2014-02,Lingstar,3.07,15
2014-02,brandbuy,3.0,2
2014-02,BeltmastersDirect,3.0,1
2014-02,watches,3.0,1
2014-02,hypoallergenic earrings,3.0,2
2014-02,Kids Earflap Cap,3.0,1
2014-02,DECKY,3.0,2
2014-02,DC Comics,3.0,1
2014-02,HJS,3.0,1
2014-02,Bella,3.0,1
2014-02,Music Legs,3.0,1
2014-02,ESS,3.0,1
2014-02,VANIUX,3.0,1
2014-02,Orthaheel,3.0,1
2014-02,beltiscool,3.0,3
2014-02,Cloud9Shopping,3.0,1
2014-02,Forum Novelties,3.0,6
2014-02,cool2day,3.0,2
2014-02,N.Y.C.,3.0,1
2014-02,Select Jewelry Displays,3.0,1
2014-02,Dansko,3.0,1
2014-02,Colorful-store,3.0,1
2014-02,High Style,3.0,2
2014-02,X-Loop,3.0,3
2014-02,Fun World Costumes,3.0,1
2014-02,Escante,3.0,2
2014-02,Fossil,3.0,1
2014-02,Vega,3.0,1
2014-02,S-ZONE,3.0,2
2014-02,Vidal Sassoon,3.0,5
2014-02,Zicac,3.0,2
2014-02,Security Chain,3.0,1
2014-02,OTC,3.0,2
2014-02,MJ Boutique,3.0,4
2014-02,Cosmos,3.0,1
2014-02,Jobst,3.0,1
2014-02,Mud Pie,3.0,2
2014-02,Slim Clip,3.0,1
2014-02,Hollywood Fashion Secrets,3.0,1
2014-02,The Sak,3.0,2
2014-02,eVogues Apparel,3.0,1
2014-02,TYR,3.0,1
2014-02,Rockland,3.0,3
2014-02,Coobie,3.0,1
2014-02,Urban Boundaries Eyewear,2.8,5
2014-02,It&#39;s You Babe,2.67,3
2014-02,NYfashion101,2.67,6
2014-02,Dickies Occupational Workwear,2.67,3
2014-02,WHMAXIM,2.67,3
2014-02,Clothes Effect,2.5,2
2014-02,Zehui,2.5,2
2014-02,J. Furmani,2.5,2
2014-02,Apparel Force,2.5,2
2014-02,Earrings,2.5,2
2014-02,Love Inspired,2.33,3
2014-02,imixlot,2.33,3
2014-02,FootMatters,2.33,3
2014-02,Beistle,2.0,1
2014-02,Tosca,2.0,1
2014-02,Jockey,2.0,1
2014-02,BWT,2.0,2
2014-02,Pali,2.0,1
2014-02,Okabashi,2.0,1
2014-02,Sony,2.0,1
2014-02,Chungun Inc,2.0,1
2014-02,Swiftwick,2.0,1
2014-02,Body Wrappers,2.0,1
2014-02,The Cool Cube,2.0,1
2014-02,Household Essentials,2.0,1
2014-02,Ivory Falcon,2.0,1
2014-02,Cherry,2.0,1
2014-02,Nine West,2.0,1
2014-02,leegoal,2.0,1
2014-02,Dearfoams,2.0,1
2014-02,Embassy,2.0,1
2014-02,Kendall Drive,2.0,1
2014-02,TagHuge,2.0,1
2014-02,RoadPro,2.0,1
2014-02,KENGDO,2.0,1
2014-02,Magic,2.0,1
2014-02,Pink Queen,2.0,1
2014-02,Sexy You Can Do,1.5,2
2014-02,Factory Card and Party Outlet,1.0,1
2014-02,Diplomat,1.0,1
2014-02,AQY,1.0,1
2014-02,Seasonwind,1.0,2
2014-02,Shot-in,1.0,1
2014-02,Elite Charm,1.0,1
2014-02,Oineh,1.0,1
2014-02,Dolce &amp; Gabbana,1.0,1
2014-02,NPI,1.0,1
2014-02,Injinji,1.0,1
2014-02,j b t,1.0,1
2014-02,ExtremePak,1.0,1
2014-02,Loel&reg;,1.0,1
2014-02,Abco Tech,1.0,1
2014-01,TG,5.0,2
2014-01,Creative Craft,5.0,1
2014-01,GNG,5.0,1
2014-01,Superfeet,5.0,5
2014-01,Sabrina Silver,5.0,2
2014-01,Ian and Valeri Co.,5.0,1
2014-01,Dritz,5.0,2
2014-01,Bags For Less,5.0,1
2014-01,UnCommon Artistry,5.0,1
2014-01,VH Apparel - All Mixed Up,5.0,1
2014-01,LeSportsac,5.0,1
2014-01,Alkaline,5.0,1
2014-01,Shop123go-Sporty/Travel,5.0,1
2014-01,PUMA,5.0,2
2014-01,ALL-ETT,5.0,1
2014-01,simplicity,5.0,1
2014-01,Piercing Pros,5.0,2
2014-01,Abernook,5.0,1
2014-01,American Tourister,5.0,4
2014-01,ForeverScarf,5.0,1
2014-01,meilifang,5.0,1
2014-01,BigbigMall,5.0,3
2014-01,LibbySue,5.0,1
2014-01,Frozen,5.0,1
2014-01,R.j Story,5.0,1
2014-01,Port &amp; Company,5.0,1
2014-01,Victorinox,5.0,2
2014-01,Tieguys,5.0,1
2014-01,Chasburg,5.0,1
2014-01,Speedo,5.0,3
2014-01,Toysmith,5.0,1
2014-01,KENGDO,5.0,2
2014-01,Loftus,5.0,3
2014-01,SK Hat shop,5.0,1
2014-01,Smartele,5.0,2
2014-01,FUNOC,5.0,1
2014-01,Best,5.0,1
2014-01,Wordlock,5.0,1
2014-01,BodyJ4You - Tongue Rings,5.0,1
2014-01,Zcargel,5.0,1
2014-01,Blue Q,5.0,2
2014-01,Poster Discount,5.0,1
2014-01,MinLee/Star/Vivian,5.0,1
2014-01,FRAMEWORK,5.0,2
2014-01,Fashion Helpers,5.0,1
2014-01,MM Collections,5.0,2
2014-01,Gaiam,5.0,1
2014-01,changeshopping,5.0,1
2014-01,j b t,5.0,1
2014-01,hypoallergenic earrings,5.0,2
2014-01,Dreamy house,5.0,1
2014-01,Headsweats,5.0,1
2014-01,Zicac,5.0,2
2014-01,AutoM,5.0,1
2014-01,Spec.-Ops. Brand,5.0,1
2014-01,Piel Leather,5.0,2
2014-01,It&#39;s You Babe,5.0,1
2014-01,Kole,5.0,1
2014-01,Lincoln,5.0,2
2014-01,Hollywood Mirror,5.0,1
2014-01,Oyang,5.0,2
2014-01,Titanium Sports,5.0,1
2014-01,Animewild,5.0,1
2014-01,Worldfashion,5.0,1
2014-01,GUESS,5.0,1
2014-01,Crystal Case,5.0,1
2014-01,Luminox,5.0,1
2014-01,Gravity,5.0,1
2014-01,VANIUX,5.0,1
2014-01,Cowboy Shop,5.0,1
2014-01,Browning Hosiery,5.0,1
2014-01,Furniture Creations,5.0,1
2014-01,Dakine,5.0,1
2014-01,Style Vault,5.0,1
2014-01,NSSTAR,5.0,1
2014-01,Security Chain,5.0,1
2014-01,"Charles-Hubert, Paris",5.0,1
2014-01,W. J. Hagerty,5.0,1
2014-01,Mirrotek,5.0,1
2014-01,InterDesign,5.0,1
2014-01,Rosallini,5.0,2
2014-01,Nikibiki,5.0,1
2014-01,Hollywood Fashion Tape,5.0,1
2014-01,Minnetonka,5.0,1
2014-01,Sleepyville Critters,5.0,1
2014-01,Tromic,5.0,1
2014-01,Maxit Designs,5.0,1
2014-01,Boboshop,5.0,1
2014-01,Ultra Force,5.0,2
2014-01,Maddak Inc.,5.0,1
2014-01,Hasbro,5.0,1
2014-01,US Flag Store,5.0,1
2014-01,Gootium,5.0,1
2014-01,Little Me,5.0,1
2014-01,Heat Holders,5.0,2
2014-01,Franklin,5.0,2
2014-01,Male Power,5.0,2
2014-01,bubble star,5.0,1
2014-01,Kipling,5.0,3
2014-01,outlet,5.0,1
2014-01,Anuschka,5.0,1
2014-01,The Noble Collection,5.0,1
2014-01,Armitron,5.0,1
2014-01,SS/Sophia,5.0,1
2014-01,Tech Swiss,5.0,1
2014-01,Taymor Industries,5.0,1
2014-01,TYR,5.0,1
2014-01,JSP,5.0,1
2014-01,Tacco,5.0,2
2014-01,Flash N&#39; Fun,5.0,1
2014-01,ExtremePak,5.0,1
2014-01,Kirkland Signature,5.0,4
2014-01,HICKIES,5.0,3
2014-01,TrailHeads,5.0,1
2014-01,Star Wars,5.0,1
2014-01,Landau,5.0,1
2014-01,Aeromax,5.0,2
2014-01,Western Express,5.0,3
2014-01,Elope,5.0,1
2014-01,Neewer,5.0,1
2014-01,OTC,5.0,2
2014-01,SparklyCrystal,5.0,1
2014-01,Hilton Bay,5.0,2
2014-01,Swiss Legend,5.0,1
2014-01,JobSite,5.0,2
2014-01,.925 Collection,5.0,4
2014-01,Other,5.0,2
2014-01,Star Trek Shop,5.0,1
2014-01,Elegance Silver,5.0,1
2014-01,Diplomat,5.0,1
2014-01,Delsey Luggage,5.0,2
2014-01,Intrepid International,5.0,1
2014-01,Factory Card and Party Outlet,5.0,2
2014-01,Global Vision Eyewear,5.0,1
2014-01,Plastics Made in U.S.A.,5.0,2
2014-01,QandSweet,5.0,1
2014-01,Bungalow,5.0,1
2014-01,Dr. Scholl&#39;s,5.0,3
2014-01,DESIGN GO,5.0,1
2014-01,Nickelodeon,5.0,1
2014-01,Bra Discs,5.0,1
2014-01,DMM,5.0,2
2014-01,Native,5.0,2
2014-01,b.m.c,5.0,1
2014-01,worldchance,5.0,2
2014-01,BOOB-EEZ,5.0,1
2014-01,FightingLady,5.0,2
2014-01,Bangniweigou,5.0,1
2014-01,McNett,5.0,2
2014-01,DapperLads,5.0,1
2014-01,Canyon Rose,5.0,1
2014-01,Summit,5.0,1
2014-01,Burlesque Boutique,5.0,1
2014-01,Mellow World,5.0,1
2014-01,BUNNYY,5.0,1
2014-01,Sexy You Can Do,5.0,1
2014-01,Handmade,5.0,1
2014-01,Rainbow of California,5.0,1
2014-01,Fun Daisy Jewelry,5.0,1
2014-01,SXL,5.0,2
2014-01,Laurel Burch,5.0,3
2014-01,Orient,5.0,2
2014-01,Zehui,5.0,1
